NodeID,Cn,Id,Rn
0,16,0.00025569325135461934,225
1,20,0.00013543806179465093,232
2,13,0.0,235
6,11,0.00034260598055421026,215
7,11,0.0015237726064937559,171
8,11,0.0015237726064937559,171
9,12,0.0009754589229991543,141
10,11,0.000810371354810811,151
11,8,0.0002568297954069215,186
12,9,0.00011556129773184038,75
13,9,0.00011556129773184038,75
14,6,0.0012461547926664208,196
15,5,0.0004371448186614333,205
16,13,0.000259115704852139,75
17,1,0.0,205
18,9,0.0002442568915437132,215
20,14,0.0006429665351197314,220
21,13,0.0004982341429239856,225
22,5,4.8186871507284954e-05,208
23,11,0.0002988549516327292,215
24,4,3.838974930706197e-05,208
25,5,3.838974930706197e-05,208
26,5,3.838974930706197e-05,208
30,7,0.0009730430287932492,203
33,3,0.0,235
39,6,0.0,75
40,7,0.0005118740002460932,196
41,1,0.0,205
43,3,1.4355440712029859e-05,205
44,6,0.00018662072925638819,187
45,4,0.0003570915877117427,76
46,4,0.0003570915877117427,76
47,2,0.0,76
49,2,0.0,76
51,2,0.0,76
52,4,0.0055770887166236,76
53,3,0.0020275607371860603,76
54,3,0.0020275607371860603,76
55,3,0.0001688216917545083,76
56,3,0.0001688216917545083,76
57,12,0.005731849112425068,76
58,12,0.005731849112425068,76
59,9,0.012543389606127591,76
60,14,0.001723473376117386,76
61,14,0.001723473376117386,76
62,20,0.043376307202933,76
63,4,0.007206505273365736,76
64,162,0.18870502438012757,76
65,4,0.0,76
66,2,0.0,76
67,4,0.0055770887166236,76
68,10,0.026508250984349176,76
69,6,0.0013887217314219895,76
70,6,0.0013887217314219895,76
71,10,0.022488515647430374,76
72,6,0.0057212490352025235,76
73,16,0.033889130257562634,76
74,6,3.5888601780074644e-05,76
75,4,0.0055770887166236,76
76,2,0.0,76
78,8,0.0029456218426423346,76
79,8,0.000154799502344722,76
80,4,2.5720164609053497e-05,76
81,4,0.006964600997280403,76
82,16,0.000934483111374623,76
84,18,0.0014681276967214614,76
85,19,0.006103681241357083,76
86,17,0.007298924855577679,76
87,19,0.00892175808102092,76
89,17,0.014550335750568145,76
90,3,0.0,76
91,8,0.005575169273807685,76
92,10,0.003015924285304131,76
93,17,0.008024473216320683,76
96,8,0.005792236876754534,76
97,8,0.005792236876754534,76
98,8,0.007385874246339364,76
99,10,0.022168098908301327,76
101,6,0.014522773879414029,76
102,5,0.005869068126820065,76
100,2,0.0,76
103,9,0.00016149870801033592,235
104,8,0.0,198
105,10,0.0003158196956646569,235
106,22,0.00429932802621421,198
107,10,0.00045363192650014345,198
108,7,0.00020456503014642548,198
109,5,0.0,165
110,24,0.0083676785349153,165
111,5,0.0018196701853032602,76
112,1,0.0,235
113,1,0.0,235
114,2,0.0018217054263565892,187
115,1,0.0,235
116,1,0.0,235
117,10,0.0,198
118,3,0.00015371180083062385,215
119,11,0.0001902095894343956,198
120,7,0.0005383290267011197,198
121,5,0.0,235
122,5,0.0,235
123,4,0.0,235
124,24,0.005702886527471652,109
125,10,0.0,235
126,15,0.005830741217318125,76
127,8,0.0,235
128,17,0.0,198
129,6,0.0004346264219785232,198
132,4,0.0,198
133,5,0.0,235
134,8,0.0,235
135,6,0.0,235
136,9,0.0001937984496124031,235
137,8,0.00016149870801033592,198
138,6,0.0002153316106804479,235
139,14,0.0,235
140,12,0.0,235
141,7,0.0,235
142,10,0.00010766580534022394,235
143,8,0.0,235
144,10,0.00030146425495262703,235
145,10,0.00038329026701119717,235
146,3,0.0,235
147,3,0.0,235
148,7,0.0011393831926267666,76
149,3,9.331036462819409e-05,235
150,11,0.0,235
151,11,0.0,235
152,17,0.00041145491020557243,215
153,11,0.0,235
155,4,0.0,235
161,4,0.0,235
162,4,0.0,235
163,9,9.689922480620155e-05,235
164,9,0.0001830318690783807,235
165,2,0.0,235
166,15,0.0,235
167,7,0.0,235
168,15,0.0,235
169,11,0.0,235
170,6,0.0,235
171,12,0.0,235
172,2,0.0,235
173,3,0.0,235
174,11,0.0,235
175,2,0.0,235
176,2,0.0,235
177,3,0.0,235
178,5,0.0,235
179,10,0.0,235
180,11,0.0,235
181,4,0.0,235
182,2,0.0,235
183,2,0.0,235
184,2,0.0,235
185,2,0.0,235
186,5,0.0,235
187,19,0.0,235
188,7,0.0,235
189,4,0.0,235
190,2,0.0,235
191,2,0.0,235
192,2,0.0,235
193,2,0.0,235
194,2,0.0,235
195,2,0.0,235
196,2,0.0,235
197,2,0.0,235
198,2,0.0,235
199,2,0.0,235
200,5,0.0,235
201,3,0.0,235
202,2,0.0,235
203,2,0.0,235
205,1,0.0,235
206,2,0.0,235
207,1,0.0,235
208,2,0.0,235
210,2,0.0,235
211,2,0.0,235
212,7,0.0,235
213,4,0.0,235
214,2,0.0,235
215,6,0.0,235
216,4,0.0,235
217,2,0.0,235
218,5,0.0,235
219,5,0.0,235
220,3,0.0,235
221,3,0.0,235
222,5,0.0,235
223,4,0.0,235
224,2,0.0,235
225,2,0.0,235
226,3,0.0,235
227,2,0.0,235
228,4,0.0,235
229,4,0.0,235
230,4,0.0,235
231,3,0.0,235
232,2,0.0,235
233,2,0.0,235
234,1,0.0,235
235,2,0.0,235
236,2,0.0,235
237,2,0.0,235
238,2,0.0,235
239,2,0.0,235
240,1,0.0,235
241,1,0.0,235
242,2,0.0,235
243,4,0.0,235
244,2,0.0,235
245,2,0.0,235
246,2,0.0,235
247,2,0.0,235
248,2,0.0,235
