NodeID,Cn,Id,Rn
0,20,0.000563370707868689,264
1,27,0.00024759864297733356,276
2,19,0.0,287
3,25,0.0,287
4,18,0.0,287
5,20,0.00012907503279775424,281
6,16,0.001352020857889662,254
7,17,0.0022331613901151104,178
8,17,0.0022331613901151104,178
9,16,0.0016177841281649543,148
10,15,0.001316060463155025,158
11,10,0.000249206148949053,188
12,13,0.00014866747857761976,82
13,13,0.00014866747857761976,82
14,6,0.00039967936309399715,235
15,5,0.0004417634813219031,244
16,17,0.00025838517494486683,82
17,1,0.0,244
18,15,0.0006829998067919832,202
19,11,0.0001653858585306425,212
20,21,0.0024158003661911265,212
21,20,0.0022244314631556564,223
22,9,0.00020575185370300854,200
23,14,0.0010319788202384397,207
24,8,0.00015504753605646637,200
25,8,0.00010277131367260274,200
26,8,0.00010277131367260274,200
27,12,0.00016125406078582125,269
28,13,0.0027428111712564283,258
29,9,0.00012158590066259985,269
30,17,0.0029283776887958964,190
31,16,0.002337405625880493,228
32,11,0.0018186309159647083,244
33,6,5.216524333389687e-05,223
34,6,5.0788104854404025e-05,281
35,4,0.0,278
36,7,6.066269752745626e-05,284
37,4,3.267447453208051e-05,211
38,6,0.0012606399194423266,213
39,6,0.0,82
40,7,0.00024310306723657166,235
41,2,0.00011246063877642824,244
43,3,1.0971769636724706e-05,244
44,7,0.0001426330052774212,226
45,4,0.00029710989521397325,69
46,4,0.00029710989521397325,69
47,2,0.0,69
48,2,0.0,69
49,2,0.0,69
50,2,0.0,69
51,2,0.0,69
52,4,0.0048714657187057695,69
53,3,0.001760858002834896,69
54,3,0.001760858002834896,69
55,3,0.00017291639563783332,69
56,3,0.00017291639563783332,69
57,14,0.005317616183852512,69
58,14,0.005317616183852512,69
59,11,0.011195035715383082,69
60,16,0.0015047517844532247,69
61,16,0.0015047517844532247,69
62,22,0.041787707403263145,69
63,6,0.01366081060413287,69
64,174,0.17800060009262228,69
65,4,0.0,69
66,2,0.0,69
67,4,0.0048714657187057695,69
68,10,0.022254217475535864,69
69,6,0.0010152457710327085,69
70,6,0.0010152457710327085,69
71,14,0.029107164408833205,69
72,6,0.006318910673606043,69
73,16,0.037980172934190204,69
74,6,2.5862028429422517e-05,69
75,6,0.0048714657187057695,69
76,2,0.0,69
77,6,0.004568880918941037,69
78,8,0.002430826117664089,69
79,10,0.0002644351413655641,69
80,6,3.614384399466488e-05,69
81,4,0.005927489915996694,69
82,18,0.001002172725803575,69
83,6,0.003189468802378481,69
84,20,0.0015284724170133168,69
85,20,0.003778128419791277,69
86,17,0.004101975856805236,69
87,22,0.006323320454498376,69
88,25,0.00835217370803326,69
89,17,0.013470819180352788,69
90,4,0.00015290728623724352,69
91,10,0.006590570396351348,69
92,10,0.002678809803328417,69
93,20,0.008833541785317506,69
94,5,0.0005000704810183256,69
95,37,0.0,287
96,8,0.005214159931783721,69
97,8,0.005214159931783721,69
98,8,0.006130512455189062,69
99,10,0.02051730990761695,69
101,6,0.013883339511516778,69
102,5,0.0050582796892167875,69
100,2,0.0,69
103,9,0.00012343240841315294,287
104,8,0.0,185
105,10,0.00024137893200794352,287
106,23,0.006110080820355768,185
107,10,0.00034670792052050067,185
108,7,0.00015634771732332705,185
109,5,0.0,152
110,28,0.009798871533647663,152
111,5,0.0015475203556310345,69
112,1,0.0,287
113,1,0.0,287
114,2,0.0010247175683632678,226
115,1,0.0,287
116,1,0.0,287
117,11,8.22882722754353e-06,185
118,3,0.00013959796815911222,207
119,13,0.00048275786401588705,185
120,7,0.00045738564673096114,185
121,5,0.0,287
122,5,0.0,287
123,6,0.0,287
124,26,0.005721179911497167,116
125,11,0.0,287
126,16,0.005083025971875515,69
127,8,0.0,287
128,18,0.0,185
129,8,0.0011805638267272938,185
130,6,0.0,185
131,1,0.0,287
132,4,0.0,185
133,5,0.0,287
134,8,0.0,287
135,6,0.0,287
136,10,0.00028800895296402353,287
137,9,0.0001611478665393941,185
138,6,0.0001645765445508706,287
139,14,0.0,287
140,12,0.0,287
141,9,0.0,287
142,10,8.22882722754353e-05,287
143,8,0.0,287
144,10,0.00023040716237121884,287
145,10,0.0002929462493005496,287
146,3,0.0,287
147,3,0.0,287
148,7,0.0009053418198653025,69
149,3,5.303021991083608e-05,287
150,11,0.0,287
151,11,0.0,287
152,17,0.0003782521027792809,254
153,11,0.0,287
154,4,0.0,287
155,5,1.645765445508706e-05,287
156,6,0.0,287
157,3,0.0,287
158,13,0.000804180842691754,287
159,12,0.0,287
160,6,0.0,287
161,4,0.0,287
162,4,0.0,287
163,12,0.00020572068068858823,287
164,9,0.00014811889009578354,287
165,2,0.0,287
166,19,0.0,287
167,10,0.0,287
168,18,0.0,287
169,13,0.0,287
170,7,0.0,287
171,13,0.0,287
172,2,0.0,287
173,3,0.0,287
174,12,0.0,287
175,3,0.0,287
176,3,0.0,287
177,4,0.0,287
178,7,0.0,287
179,13,0.0,287
180,12,0.0,287
181,4,0.0,287
182,2,0.0,287
183,2,0.0,287
184,2,0.0,287
185,2,0.0,287
186,5,0.0,287
187,24,0.0,287
188,9,0.0,287
189,4,0.0,287
190,2,0.0,287
191,2,0.0,287
192,2,0.0,287
193,2,0.0,287
194,2,0.0,287
195,2,0.0,287
196,2,0.0,287
197,2,0.0,287
198,2,0.0,287
199,2,0.0,287
200,5,0.0,287
201,4,0.0,287
202,2,0.0,287
203,2,0.0,287
204,23,0.0008640268588920706,185
205,2,0.0,287
206,3,0.0,287
207,2,0.0,287
208,3,0.0,287
209,2,0.0,287
210,3,0.0,287
211,3,0.0,287
212,7,0.0,287
213,4,0.0,287
214,2,0.0,287
215,6,0.0,287
216,4,0.0,287
217,2,0.0,287
218,5,0.0,287
219,5,0.0,287
220,3,0.0,287
221,3,0.0,287
222,5,0.0,287
223,5,0.0,287
224,2,0.0,287
225,2,0.0,287
226,3,0.0,287
227,2,0.0,287
228,4,0.0,287
229,4,0.0,287
230,4,0.0,287
231,3,0.0,287
232,2,0.0,287
233,2,0.0,287
234,1,0.0,287
235,2,0.0,287
236,3,0.0,287
237,2,0.0,287
238,2,0.0,287
239,2,0.0,287
240,2,0.0,287
241,2,0.0,287
242,2,0.0,287
243,4,0.0,287
244,2,0.0,287
245,2,0.0,287
246,2,0.0,287
247,2,0.0,287
248,2,0.0,287
