0,0.000826
1,0.000565
2,0.000000
6,0.001583
7,0.008257
8,0.008257
9,0.006060
10,0.005254
11,0.001139
12,0.000565
13,0.000565
14,0.003333
15,0.003729
16,0.001266
17,0.000000
18,0.000829
20,0.001921
21,0.001723
22,0.000117
23,0.001169
24,0.000056
25,0.000056
26,0.000056
30,0.001633
33,0.000000
39,0.000000
40,0.004089
41,0.000000
43,0.000070
44,0.000912
45,0.001977
46,0.001977
47,0.000000
49,0.000000
51,0.000000
52,0.012624
53,0.000000
54,0.000000
55,0.000000
56,0.000000
57,0.007135
58,0.007135
59,0.016500
60,0.002929
61,0.002929
62,0.088494
63,0.006743
64,0.186085
65,0.000000
66,0.000000
67,0.012624
68,0.049624
69,0.003124
70,0.003124
71,0.051693
72,0.010940
73,0.090979
74,0.000175
75,0.012624
76,0.000000
78,0.007790
79,0.001320
80,0.000149
81,0.013585
82,0.011512
84,0.024875
85,0.013857
86,0.012664
87,0.024687
89,0.046130
90,0.000000
91,0.016355
92,0.019583
93,0.055629
96,0.016568
97,0.016568
98,0.008205
99,0.034882
101,0.024217
102,0.007026
100,0.000000
103,0.000000
104,0.000000
105,0.000000
106,0.000000
107,0.000000
108,0.000000
109,0.000000
110,0.000000
111,0.000000
112,0.000000
113,0.000000
114,0.000000
115,0.000000
116,0.000000
117,0.000000
118,0.000000
119,0.000000
120,0.000000
