0,225.000000
1,232.000000
2,235.000000
6,215.000000
7,171.000000
8,171.000000
9,141.000000
10,151.000000
11,186.000000
12,75.000000
13,75.000000
14,196.000000
15,205.000000
16,75.000000
17,205.000000
18,215.000000
20,220.000000
21,225.000000
22,208.000000
23,215.000000
24,208.000000
25,208.000000
26,208.000000
30,203.000000
33,235.000000
39,75.000000
40,196.000000
41,205.000000
43,205.000000
44,187.000000
45,76.000000
46,76.000000
47,76.000000
49,76.000000
51,76.000000
52,76.000000
53,76.000000
54,76.000000
55,76.000000
56,76.000000
57,76.000000
58,76.000000
59,76.000000
60,76.000000
61,76.000000
62,76.000000
63,76.000000
64,76.000000
65,76.000000
66,76.000000
67,76.000000
68,76.000000
69,76.000000
70,76.000000
71,76.000000
72,76.000000
73,76.000000
74,76.000000
75,76.000000
76,76.000000
78,76.000000
79,76.000000
80,76.000000
81,76.000000
82,76.000000
84,76.000000
85,76.000000
86,76.000000
87,76.000000
89,76.000000
90,76.000000
91,76.000000
92,76.000000
93,76.000000
96,76.000000
97,76.000000
98,76.000000
99,76.000000
101,76.000000
102,76.000000
100,76.000000
103,235.000000
104,235.000000
105,235.000000
106,235.000000
107,235.000000
108,235.000000
109,235.000000
110,235.000000
111,235.000000
112,235.000000
113,235.000000
114,235.000000
115,235.000000
116,235.000000
117,235.000000
118,235.000000
119,235.000000
120,235.000000
