0,0.188119
1,0.267327
2,0.188119
3,0.247525
4,0.178218
5,0.198020
95,0.366337
6,0.158416
78,0.079208
45,0.039604
46,0.039604
72,0.059406
79,0.099010
57,0.118812
58,0.118812
80,0.059406
59,0.099010
81,0.039604
64,0.277228
82,0.178218
62,0.198020
60,0.138614
61,0.138614
83,0.059406
63,0.059406
84,0.198020
85,0.198020
86,0.168317
87,0.217822
88,0.247525
89,0.168317
98,0.079208
99,0.099010
96,0.079208
97,0.079208
90,0.039604
91,0.099010
92,0.099010
102,0.049505
65,0.039604
93,0.198020
94,0.049505
77,0.059406
18,0.138614
29,0.079208
19,0.099010
21,0.188119
15,0.049505
11,0.089109
20,0.188119
22,0.079208
23,0.128713
28,0.108911
30,0.158416
37,0.039604
38,0.059406
24,0.069307
25,0.069307
26,0.069307
31,0.148515
32,0.099010
27,0.108911
7,0.158416
8,0.158416
9,0.148515
10,0.138614
33,0.049505
14,0.049505
40,0.069307
34,0.059406
36,0.069307
47,0.019802
48,0.019802
49,0.019802
50,0.019802
51,0.019802
52,0.039604
53,0.019802
54,0.019802
55,0.019802
56,0.019802
66,0.019802
67,0.039604
68,0.099010
69,0.059406
70,0.059406
71,0.138614
73,0.158416
74,0.059406
75,0.059406
76,0.019802
101,0.059406
100,0.019802
12,0.128713
13,0.128713
16,0.168317
17,0.009901
35,0.039604
39,0.059406
41,0.019802
43,0.029703
44,0.069307
