0,0.002253
1,0.001451
2,0.000000
3,0.000000
4,0.000000
5,0.000789
95,0.000000
6,0.006080
78,0.007879
45,0.002039
46,0.002039
72,0.013828
79,0.002961
57,0.010018
58,0.010018
80,0.001073
59,0.016833
81,0.013594
64,0.238330
82,0.014522
62,0.116932
60,0.003411
61,0.003411
83,0.019433
63,0.031993
84,0.029523
85,0.011296
86,0.009072
87,0.026420
88,0.033357
89,0.058728
98,0.008687
99,0.041508
96,0.019662
97,0.019662
90,0.001940
91,0.022667
92,0.020157
102,0.008360
65,0.000000
93,0.073027
94,0.005113
77,0.013955
18,0.003764
29,0.000372
19,0.000874
21,0.009420
15,0.002928
11,0.001251
20,0.010834
22,0.000736
23,0.005671
28,0.011110
30,0.006216
37,0.000215
38,0.007445
24,0.000346
25,0.000253
26,0.000253
31,0.014220
32,0.007302
27,0.000649
7,0.015032
8,0.015032
9,0.011461
10,0.009646
33,0.000237
14,0.000604
40,0.002728
34,0.000332
36,0.000391
47,0.000000
48,0.000000
49,0.000000
50,0.000000
51,0.000000
52,0.014554
53,0.000000
54,0.000000
55,0.000000
56,0.000000
66,0.000000
67,0.014554
68,0.054832
69,0.003845
70,0.003845
71,0.086971
73,0.131174
74,0.000156
75,0.014554
76,0.000000
101,0.029304
100,0.000000
12,0.000894
13,0.000894
16,0.001554
17,0.000000
35,0.000000
39,0.000000
41,0.000792
43,0.000066
44,0.000858
